fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5173825879848065,1.0800552376978543,-1.3646708837849784,-0.6392250517546453,-0.1671688815518716,-0.4413531473348992,-0.2821982477601661,0.7902462484986247,1.4196099517544858,-0.6106676975707943,-1.0001891032526806,5
-0.24025694505759798,2.1735449302578016,-1.3646708837849784,0.9553253520728766,1.4345989512763058,1.1896006924677867,1.0584581918462548,0.14808701195787546,-0.9628835446672445,0.46059634685401574,-0.5805487309368845,5
-0.24025694505759798,1.4445518018845036,-1.142773179104494,0.27194660757536676,0.9977531786868026,0.024633664037296697,0.5303208065467555,0.27651885926601105,-0.5017557711662668,0.19278033574781295,-0.5805487309368845,5
2.115311019823677,-1.4714207116086881,1.7418969817418017,-0.6392250517546453,-0.23997651031678885,0.25762706972339466,0.774076522838832,0.9186780958067603,-1.2703020603345652,-0.43212369016666025,-0.5805487309368845,6
-0.5173825879848065,1.0800552376978543,-1.3646708837849784,-0.6392250517546453,-0.1671688815518716,-0.4413531473348992,-0.2821982477601661,0.7902462484986247,1.4196099517544858,-0.6106676975707943,-1.0001891032526806,5
-0.5173825879848065,0.8370575282400887,-1.3646708837849784,-0.8670179665871479,-0.23997651031678885,-0.20835974164880125,-0.0384425314680896,0.7902462484986247,1.4196099517544858,-0.6106676975707943,-1.0001891032526806,5
-0.17097553432579532,0.4725609640534395,-1.031824326764252,-1.322603796252154,-0.676822282906291,0.024633664037296697,0.7334505701234859,-0.10877668265846706,-0.19433725549894615,-1.5033877345914697,-1.0001891032526806,5
-0.586663998716609,0.7763081008756473,-1.3646708837849784,-2.2337754555821663,-0.9680527979659601,0.024633664037296697,-0.8103356330596652,-1.2646633084317587,0.49735440475252723,-1.414115730889403,-0.37072854477898753,7
-0.24025694505759798,0.3510621093245564,-1.253722031444736,-0.411432136922142,-0.38559176784662336,-0.6743465530209971,-0.9322134912057033,0.14808701195787546,0.2667905180020349,-0.5213956938687277,-0.8952790101737319,7
-1.002352463107422,0.3510621093245564,-0.9208754744240096,-0.8670179665871479,1.3617913225113887,0.024633664037296697,0.9772062864155625,-0.429856300928806,-0.3480465133326065,-0.7892117049749297,-1.2100092894105796,5
-1.7644479811572469,0.5636851051001018,-1.3646708837849784,-1.322603796252154,0.779330292392052,0.14113036688034566,0.7334505701234859,-1.4573110793940336,1.957592354172299,-0.9677557123790648,-0.4756386378579361,5
0.24471293006501768,-1.4714207116086881,1.7418969817418017,-0.8670179665871479,0.9977531786868026,2.3545677208982765,2.5209924895987137,0.21230293561194324,-0.19433725549894615,1.0855003727684878,0.15382192061575695,7
0.5218385729922268,-1.8359172757953375,1.298101572380833,-0.8670179665871479,-0.09436125278695445,1.6555875038399825,0.774076522838832,0.14808701195787546,0.49735440475252723,-0.8784837086769973,-1.0001891032526806,6
-0.37881976652120253,-0.8031770105998318,0.35503632748877484,0.27194660757536676,0.2696768910376306,0.9566072867816886,1.2209620027076389,1.047109943114896,1.496464580671318,0.19278033574781295,-0.6854588240158349,5
-0.17097553432579532,-0.5601793011420658,-0.19970793421243588,-1.322603796252154,2.0170599813956427,-0.5578498501779482,-0.1603203896141278,0.01965516464973986,-1.1934474314177366,2.5138524320015683,-0.8952790101737319,5
0.24471293006501768,-0.19568273695541688,-0.7544521959136465,0.27194660757536676,0.415292148567466,-0.6743465530209971,1.0584581918462548,0.14808701195787546,-1.1934474314177366,-0.8784837086769973,-1.0001891032526806,5
-0.8637896416438177,-0.7424275832353902,-0.5880289174032832,0.49973952240787006,0.4880997773323832,0.7236138810955905,-0.0384425314680896,0.14808701195787546,0.8047729204198478,0.014236328343677749,-0.6854588240158349,6
-1.279478106034631,-0.8031770105998318,-0.4770800650630412,-1.7781896259171606,0.12406163350779718,-0.4413531473348992,-0.729083727628973,-0.6867199955450773,0.11308126016837458,-0.6106676975707943,-1.1050991963316292,5
-0.37881976652120253,-0.6816781558709489,-0.03328465570207267,-0.8670179665871479,0.12406163350779718,-1.256830067236242,-1.2165951602131257,-0.23720852996660263,-0.3480465133326065,-0.3428516864645927,-0.8952790101737319,5
-0.17097553432579532,-0.5601793011420658,-0.19970793421243588,-1.322603796252154,2.0170599813956427,-0.5578498501779482,-0.1603203896141278,0.01965516464973986,-1.1934474314177366,2.5138524320015683,-0.8952790101737319,5
-0.7252268201802137,1.1408046650622958,-1.3646708837849784,-0.6392250517546453,0.12406163350779718,-0.0918630388057523,-0.24157229504482003,0.40495070657414667,1.1121914360871685,-0.699939701272862,-1.0001891032526806,5
-0.24025694505759798,0.7459333871934264,-1.3646708837849784,-0.411432136922142,0.2696768910376306,-0.7908432558640462,-1.0134653966363956,-0.10877668265846706,0.42049977583569526,-0.3428516864645927,-0.5805487309368845,6
-1.002352463107422,0.9281816692867512,-0.9763499005941306,0.49973952240787006,0.779330292392052,0.25762706972339466,1.667847482576446,-0.49407222458287386,0.18993588908520645,-0.7892117049749297,-0.26581845170003904,5
-0.8637896416438177,0.9889310966511926,-1.3646708837849784,0.7275324372403733,1.9442523526307252,0.8401105839386397,-0.1603203896141278,0.01965516464973986,1.0353368071703366,-0.5213956938687277,0.25873201369470544,6
0.10615010860141376,0.8066828145578679,-0.6989777697435255,0.27194660757536676,0.34248451980254885,0.024633664037296697,2.927252016752174,0.01965516464973986,-1.1934474314177366,0.2820523394498805,-0.5805487309368845,5
-2.0415736240844553,-1.2284230021509224,0.02218977046804843,-0.8670179665871479,1.7986370951008908,-0.20835974164880125,0.36781699568537124,-0.5582881482369416,0.42049977583569526,-0.699939701272862,-1.2100092894105796,5
-0.24025694505759798,0.4725609640534395,-0.5880289174032832,0.49973952240787006,0.5609074060972994,-1.3733267700792913,-1.0540913493517414,0.5975984775364214,0.7279182915030159,-0.253579682762525,0.4685521998526043,6
-0.03241271286219142,-0.8639264379642733,0.1886130489784118,-0.18363922208963865,-0.8952451692010427,-0.20835974164880125,-0.4447020586215503,0.14808701195787546,-0.7323196579167557,0.9069563653643528,-0.6854588240158349,7
0.45255716226042486,0.533310391417881,0.29956190131865373,1.410911181737882,0.7065226636271349,0.25762706972339466,0.2053131848239869,0.6618144011904892,-0.5017557711662668,-1.0570277160811323,-1.1050991963316292,4
-0.9330710523756202,0.8978069556045303,-1.253722031444736,-0.8670179665871479,-2.060167229439717,-1.1403333643931932,-1.2165951602131257,-0.23720852996660263,1.1890460650039971,-0.9677557123790648,-0.8952790101737319,5
0.38327575152862164,-1.410671284244247,1.5199992770613173,-1.322603796252154,2.526713382750063,-0.3248564444918503,-0.1603203896141278,0.21230293561194324,-0.5786104000830953,-0.43212369016666025,-0.8952790101737319,5
-1.2101966953028287,-0.7424275832353902,-0.08875908187219364,-1.322603796252154,-0.8952451692010427,-1.1403333643931932,-1.1759692074977797,-0.49407222458287386,0.11308126016837458,-0.6106676975707943,-1.2100092894105796,5
-1.7644479811572469,-1.2891724295153637,0.6878828845095012,-1.7781896259171606,-0.31278413908170505,-0.3248564444918503,2.2366108205912907,-0.7509359191992163,-0.040627997665285784,-0.43212369016666025,-1.2100092894105796,5
0.45255716226042486,0.8370575282400887,0.07766419663816956,-1.0948108814196515,-0.31278413908170505,-1.256830067236242,-0.729083727628973,0.3407347829200789,-1.347156689251397,0.9962283690664202,-1.2100092894105796,5
-1.0716338738392248,-0.013434454862092226,-1.142773179104494,0.044153692742864493,-0.676822282906291,-0.7908432558640462,-1.0540913493517414,-0.6225040718910095,0.5742090336693557,0.014236328343677749,-1.0001891032526806,6
-1.0716338738392248,-0.13493330959097533,-1.142773179104494,-0.18363922208963865,-0.7496299116712083,-1.023836661550144,-1.0947173020670875,-0.6867199955450773,0.49735440475252723,0.10350833204574535,-1.0001891032526806,6
-0.37881976652120253,-0.07418388222653377,-0.5325544912331623,1.410911181737882,2.3082904964553115,2.1215743152121784,1.302213908138331,-0.6867199955450773,-1.1934474314177366,0.014236328343677749,-0.16090835862109049,6
1.422496912505655,-0.6209287285065074,1.7973714079119223,2.7776686707329006,-0.6040146541413738,-1.256830067236242,-1.2572211129284718,0.3407347829200789,-2.1925576073365276,0.014236328343677749,-0.7903689170947835,5
-0.24025694505759798,0.4118115366889979,-0.366131212722799,0.27194660757536676,-0.1671688815518716,0.25762706972339466,0.5303208065467555,0.5975984775364214,0.8047729204198478,-0.3428516864645927,-0.37072854477898753,5
-0.586663998716609,-0.8031770105998318,0.35503632748877484,0.49973952240787006,-0.31278413908170505,-0.6743465530209971,0.2053131848239869,-0.23720852996660263,0.6510636625861874,-0.7892117049749297,-1.0001891032526806,6
0.45255716226042486,-0.7424275832353902,0.8543061630198645,0.044153692742864493,0.05125400474287994,0.49062047540949266,0.44906890111606335,0.9186780958067603,0.8816275493366763,0.10350833204574535,-1.2100092894105796,5
